time,seconds_elapsed,lux
1655466254453643000,8018.062643066406,217.2537384033203
1655466254563643000,8018.1726428222655,241.53250122070312
1655466254893643000,8018.502643066407,274.11248779296875
1655466255443643000,8019.052642822266,227.12249755859375
1655466255553643000,8019.162643066406,174.49249267578125
1655466255773643000,8019.382643066407,144.5749969482422
1655466255883643000,8019.492642822265,185.4562530517578
1655466255983643000,8019.592642822266,223.36248779296875
1655466256083644000,8019.692643798828,265.9674987792969
1655466256651265000,8020.260265136719,24.69999885559082
1655466256891263200,8020.500263183594,9.699999809265137
1655466257091264800,8020.700264648438,2.8999998569488525
1655466257291263200,8020.900263183594,0
1655466267251269400,8030.860269287109,0
1655466282022758100,8045.631758056641,0
1655466402742759200,8166.351759277344,0
1655466549602754600,8313.211754638673,19704.400390625
1655466549802758700,8313.411758544922,12692.2001953125
1655466550009604000,8313.618604003907,14142.3349609375
1655466550109603600,8313.718603515625,11013.37890625
1655466557039600400,8320.648600341798,12297.7939453125
1655466557289601000,8320.89860107422,10686.322265625
1655466557389600500,8320.998600585937,9651.2724609375
1655466557489600500,8321.098600585938,8708.9521484375
1655466557759601000,8321.368600830077,7726.84619140625
1655466558045688800,8321.654688720702,0
1655466558245684500,8321.854684570313,0
1655466568645695200,8332.2546953125,0
1655466629122753500,8392.73175341797,0
1655466689242730800,8452.851730712891,0
1655466749202714600,8512.81171459961,0
1655466749402734600,8513.01173461914,0
1655466809442741500,8573.051741455078,0
1655466869462694400,8633.071694335937,0
1655466929622701000,8693.231701171875,0
1655466989722695200,8753.33169506836,0
1655467049782702300,8813.391702392579,0
1655467049982731300,8813.591731201172,0
1655467109982712600,8873.591712646485,0
1655467169982700800,8933.591700683593,0
1655467170182729200,8933.791729248047,0
1655467230162715100,8993.77171508789,0
1655467290282741000,9053.891740966797,0
1655467344602695700,9108.211695800781,31058.400390625
1655467344802695000,9108.411694824219,18970.900390625
1655467345149236700,9108.758236816406,19187.26171875
1655467345549230300,9109.15823022461,16485.60546875
1655467346949231000,9110.558231201172,18756.19921875
1655467348249230300,9111.858230224609,16981.830078125
1655467348579232300,9112.188232177734,15327.755859375
1655467349349232000,9112.958232177734,13783.953125
1655467353209232400,9116.818232421874,12275.234375
1655467353319241200,9116.928241210937,11077.28515625
1655467353549232000,9117.158232177735,12776.46875
1655467353749232000,9117.358232177734,15222.49609375
1655467353949232000,9117.558232177735,17498.1015625
1655467354499232300,9118.108232177734,19778.716796875
1655467354883818500,9118.492818603516,13782.5
1655467355083818500,9118.692818603515,10446.3994140625
1655467355283818500,9118.892818603515,8709.3994140625
1655467356083823400,9119.692823242187,0
1655467365643827200,9129.252827148437,0
1655467426320957400,9189.929957519531,0
1655467432680944000,9196.289944091797,0
1655467446280947500,9209.889947509766,0
1655467486299182800,9249.908182861329,0
1655467486499217000,9250.108216796874,0
1655467533439178800,9297.048178710938,0
1655467543879176200,9307.488176269531,0
1655467561215724500,9324.824724609374,0
1655467571695725800,9335.304725830078,0
1655467648825099300,9412.434099365235,64.29999542236328
1655467649025094700,9412.634094726562,109.39999389648438
1655467649423555000,9413.032555175781,43.29999923706055
1655467649683554600,9413.29255444336,49.866249084472656
1655467650343552500,9413.952552490235,55.44499969482422
1655467652143552800,9415.752552734375,50.18124771118164
1655467652363552500,9415.972552490235,45.154998779296875
1655467652583554600,9416.19255444336,40.36375045776367
1655467652803554800,9416.412554931641,35.627498626708984
1655467653023554600,9416.63255444336,31.80875015258789
1655467659203552500,9422.812552490235,36.099998474121094
1655467659843554600,9423.45255444336,40.408748626708984
1655467670103552800,9433.712552734374,45.41875076293945
1655467670823554600,9434.43255444336,41.11874771118164
1655467671163555000,9434.772555175781,36.39999771118164
1655467671403554600,9435.01255444336,31.71875
1655467672183552500,9435.792552490235,28.64499855041504
1655467675703552500,9439.312552490235,32.008750915527344
1655467676403554600,9440.01255444336,36.05500030517578
1655467677103552500,9440.712552490235,40.099998474121094
1655467677923552500,9441.532552490235,35.58124923706055
1655467678373552600,9441.982552734375,31.563749313354492
1655467681273552600,9444.882552734374,35.63624954223633
1655467681473552600,9445.082552734375,42.66374969482422
1655467681743552500,9445.352552490234,49.491249084472656
1655467681888609000,9445.49760913086,61
1655467682295118300,9445.904118408203,76.19999694824219
1655467682825120000,9446.434120117188,67.01625061035156
